"rowname","Estimate","Est.Error","l-95% CI","u-95% CI","Rhat","Bulk_ESS","Tail_ESS"
"Intercept",22.7132163214286,1.61869635906552,19.40304,25.953785,1.00100681157661,4129.19798015008,2228.32206255866
"Dev_1",-8.24090091747679,3.51711158525855,-15.1161175,-1.424947,1.00100197312192,4084.44895140796,3005.6861375679
