"rowname","Estimate","Est.Error","l-95% CI","u-95% CI","Rhat","Bulk_ESS","Tail_ESS"
"Intercept",3.97877576803571,0.694951448626066,2.5472395,5.3825635,1.00238581900141,1761.42297441648,2342.78381046726
"Dev_1",-1.895933966625,0.731545406778191,-3.37075625,-0.474236525,1.00084196903641,2488.77527215161,2611.66760038995
